epoch=30,init_lr=0.0002(decay by 0.5 in every5epochs),momentum=0.9,W_smooth=0.5,W_explain=0.0,batch size=4
2019-07-12 08:47:14.374550: epoch = 1  , step=(0/75465,0.0%), loss = 9.6 (0.6 examples/sec; 6.19 sec/batch)
2019-07-12 08:48:47.673563: epoch = 1  , step=(251/75465,0.333%), loss = 0.8 (4e+01 examples/sec; 0.0916 sec/batch)
2019-07-12 08:50:20.939616: epoch = 1  , step=(502/75465,0.665%), loss = 1.3 (4e+01 examples/sec; 0.0901 sec/batch)
2019-07-12 08:51:55.092067: epoch = 1  , step=(753/75465,0.998%), loss = 0.82 (4e+01 examples/sec; 0.0921 sec/batch)
2019-07-12 08:53:28.745551: epoch = 1  , step=(1004/75465,1.33%), loss = 1.0 (4e+01 examples/sec; 0.0891 sec/batch)
2019-07-12 08:55:03.223576: epoch = 1  , step=(1255/75465,1.66%), loss = 1.1 (4e+01 examples/sec; 0.0946 sec/batch)
2019-07-12 08:56:41.510338: epoch = 1  , step=(1506/75465,2.0%), loss = 0.99 (4e+01 examples/sec; 0.0969 sec/batch)
2019-07-12 08:58:19.287480: epoch = 1  , step=(1757/75465,2.33%), loss = 0.96 (4e+01 examples/sec; 0.0953 sec/batch)
2019-07-12 08:59:56.967069: epoch = 1  , step=(2008/75465,2.66%), loss = 1.1 (4e+01 examples/sec; 0.0922 sec/batch)
2019-07-12 09:01:34.823334: epoch = 1  , step=(2259/75465,2.99%), loss = 0.97 (4e+01 examples/sec; 0.0946 sec/batch)
2019-07-12 09:03:12.504859: epoch = 1  , step=(2510/75465,3.33%), loss = 0.93 (4e+01 examples/sec; 0.0944 sec/batch)
2019-07-12 09:04:54.428881: epoch = 2  , step=(2761/75465,3.66%), loss = 1.1 (4e+01 examples/sec; 0.0972 sec/batch)
2019-07-12 09:06:31.858959: epoch = 2  , step=(3012/75465,3.99%), loss = 0.82 (4e+01 examples/sec; 0.0936 sec/batch)
2019-07-12 09:08:09.402337: epoch = 2  , step=(3263/75465,4.32%), loss = 1.2 (4e+01 examples/sec; 0.0935 sec/batch)
2019-07-12 09:09:48.107570: epoch = 2  , step=(3514/75465,4.66%), loss = 1.1 (4e+01 examples/sec; 0.0958 sec/batch)
2019-07-12 09:11:28.516493: epoch = 2  , step=(3765/75465,4.99%), loss = 0.93 (4e+01 examples/sec; 0.0951 sec/batch)
2019-07-12 09:13:08.383152: epoch = 2  , step=(4016/75465,5.32%), loss = 1.0 (4e+01 examples/sec; 0.0953 sec/batch)
2019-07-12 09:14:49.375653: epoch = 2  , step=(4267/75465,5.65%), loss = 0.73 (4e+01 examples/sec; 0.0981 sec/batch)
2019-07-12 09:16:29.301280: epoch = 2  , step=(4518/75465,5.99%), loss = 0.9 (4e+01 examples/sec; 0.0971 sec/batch)
2019-07-12 09:18:09.456553: epoch = 2  , step=(4769/75465,6.32%), loss = 0.92 (4e+01 examples/sec; 0.0951 sec/batch)
2019-07-12 09:19:49.590051: epoch = 2  , step=(5020/75465,6.65%), loss = 1.2 (4e+01 examples/sec; 0.0959 sec/batch)
2019-07-12 09:21:32.931274: epoch = 3  , step=(5271/75465,6.98%), loss = 1.2 (4e+01 examples/sec; 0.0935 sec/batch)
2019-07-12 09:23:13.365491: epoch = 3  , step=(5522/75465,7.32%), loss = 0.73 (4e+01 examples/sec; 0.096 sec/batch)
2019-07-12 09:24:53.572683: epoch = 3  , step=(5773/75465,7.65%), loss = 0.98 (4e+01 examples/sec; 0.0942 sec/batch)
2019-07-12 09:26:33.616003: epoch = 3  , step=(6024/75465,7.98%), loss = 0.85 (4e+01 examples/sec; 0.0972 sec/batch)
2019-07-12 09:28:13.526597: epoch = 3  , step=(6275/75465,8.32%), loss = 0.9 (4e+01 examples/sec; 0.0969 sec/batch)
2019-07-12 09:29:53.394948: epoch = 3  , step=(6526/75465,8.65%), loss = 0.97 (4e+01 examples/sec; 0.0965 sec/batch)
2019-07-12 09:31:33.253359: epoch = 3  , step=(6777/75465,8.98%), loss = 1.2 (4e+01 examples/sec; 0.0939 sec/batch)
2019-07-12 09:33:13.265610: epoch = 3  , step=(7028/75465,9.31%), loss = 1.1 (4e+01 examples/sec; 0.0957 sec/batch)
2019-07-12 09:34:52.924144: epoch = 3  , step=(7279/75465,9.65%), loss = 0.92 (4e+01 examples/sec; 0.0975 sec/batch)
2019-07-12 09:36:32.756604: epoch = 3  , step=(7530/75465,9.98%), loss = 0.95 (4e+01 examples/sec; 0.0938 sec/batch)
2019-07-12 09:38:15.674087: epoch = 4  , step=(7781/75465,10.3%), loss = 0.87 (4e+01 examples/sec; 0.0943 sec/batch)
2019-07-12 09:39:55.685851: epoch = 4  , step=(8032/75465,10.6%), loss = 1.1 (4e+01 examples/sec; 0.0961 sec/batch)
2019-07-12 09:41:35.876582: epoch = 4  , step=(8283/75465,11.0%), loss = 1.0 (4e+01 examples/sec; 0.0938 sec/batch)
2019-07-12 09:43:15.329110: epoch = 4  , step=(8534/75465,11.3%), loss = 0.92 (4e+01 examples/sec; 0.0931 sec/batch)
2019-07-12 09:44:55.491842: epoch = 4  , step=(8785/75465,11.6%), loss = 1.2 (4e+01 examples/sec; 0.0952 sec/batch)
2019-07-12 09:46:35.969042: epoch = 4  , step=(9036/75465,12.0%), loss = 0.76 (4e+01 examples/sec; 0.0943 sec/batch)
2019-07-12 09:48:15.494746: epoch = 4  , step=(9287/75465,12.3%), loss = 1.1 (4e+01 examples/sec; 0.0973 sec/batch)
2019-07-12 09:49:55.627815: epoch = 4  , step=(9538/75465,12.6%), loss = 0.94 (4e+01 examples/sec; 0.0961 sec/batch)
2019-07-12 09:51:36.215612: epoch = 4  , step=(9789/75465,13.0%), loss = 0.97 (4e+01 examples/sec; 0.0934 sec/batch)
2019-07-12 09:53:16.260924: epoch = 4  , step=(10040/75465,13.3%), loss = 1.2 (4e+01 examples/sec; 0.0971 sec/batch)
2019-07-12 09:54:59.244502: epoch = 5  , step=(10291/75465,13.6%), loss = 1.0 (4e+01 examples/sec; 0.0935 sec/batch)
2019-07-12 09:56:39.183233: epoch = 5  , step=(10542/75465,14.0%), loss = 0.83 (4e+01 examples/sec; 0.0927 sec/batch)
2019-07-12 09:58:18.927406: epoch = 5  , step=(10793/75465,14.3%), loss = 1.1 (4e+01 examples/sec; 0.0964 sec/batch)
2019-07-12 09:59:58.394159: epoch = 5  , step=(11044/75465,14.6%), loss = 0.89 (4e+01 examples/sec; 0.0942 sec/batch)
2019-07-12 10:01:36.651409: epoch = 5  , step=(11295/75465,15.0%), loss = 0.88 (4e+01 examples/sec; 0.094 sec/batch)
2019-07-12 10:03:14.700534: epoch = 5  , step=(11546/75465,15.3%), loss = 1.0 (4e+01 examples/sec; 0.0939 sec/batch)
2019-07-12 10:04:53.555265: epoch = 5  , step=(11797/75465,15.6%), loss = 1.0 (4e+01 examples/sec; 0.0945 sec/batch)
2019-07-12 10:06:31.906795: epoch = 5  , step=(12048/75465,16.0%), loss = 1.1 (4e+01 examples/sec; 0.0969 sec/batch)
2019-07-12 10:08:10.093137: epoch = 5  , step=(12299/75465,16.3%), loss = 1.3 (4e+01 examples/sec; 0.0964 sec/batch)
2019-07-12 10:09:48.639607: epoch = 5  , step=(12550/75465,16.6%), loss = 0.79 (4e+01 examples/sec; 0.0954 sec/batch)
2019-07-12 10:11:29.778218: epoch = 6  , step=(12801/75465,17.0%), loss = 1.0 (4e+01 examples/sec; 0.0948 sec/batch)
2019-07-12 10:13:08.903014: epoch = 6  , step=(13052/75465,17.3%), loss = 1.1 (4e+01 examples/sec; 0.0934 sec/batch)
2019-07-12 10:14:47.172929: epoch = 6  , step=(13303/75465,17.6%), loss = 1.0 (4e+01 examples/sec; 0.0959 sec/batch)
