epoch=30,init_lr=0.0002(decay by 0.5 in every5epochs),momentum=0.9,W_smooth=0.5,W_explain=0.0,batch size=4
2019-07-12 17:08:29.044316: epoch = 1  , step=(0/75465,0.0%), loss = 1.2e+01 (0.6 examples/sec; 6.6 sec/batch)
2019-07-12 17:10:02.990942: epoch = 1  , step=(251/75465,0.333%), loss = 0.78 (4e+01 examples/sec; 0.0897 sec/batch)
2019-07-12 17:11:37.493979: epoch = 1  , step=(502/75465,0.665%), loss = 1.3 (4e+01 examples/sec; 0.0905 sec/batch)
2019-07-12 17:13:12.512126: epoch = 1  , step=(753/75465,0.998%), loss = 0.9 (5e+01 examples/sec; 0.0868 sec/batch)
2019-07-12 17:14:47.588066: epoch = 1  , step=(1004/75465,1.33%), loss = 1.1 (4e+01 examples/sec; 0.0912 sec/batch)
2019-07-12 17:16:22.154002: epoch = 1  , step=(1255/75465,1.66%), loss = 1.1 (4e+01 examples/sec; 0.0961 sec/batch)
2019-07-12 17:17:57.062105: epoch = 1  , step=(1506/75465,2.0%), loss = 0.98 (5e+01 examples/sec; 0.0882 sec/batch)
2019-07-12 17:19:32.263963: epoch = 1  , step=(1757/75465,2.33%), loss = 0.98 (4e+01 examples/sec; 0.091 sec/batch)
2019-07-12 17:21:07.223863: epoch = 1  , step=(2008/75465,2.66%), loss = 1.0 (4e+01 examples/sec; 0.0916 sec/batch)
2019-07-12 17:22:42.345071: epoch = 1  , step=(2259/75465,2.99%), loss = 0.94 (4e+01 examples/sec; 0.0905 sec/batch)
2019-07-12 17:24:17.129019: epoch = 1  , step=(2510/75465,3.33%), loss = 0.87 (4e+01 examples/sec; 0.0905 sec/batch)
2019-07-12 17:25:56.773586: epoch = 2  , step=(2761/75465,3.66%), loss = 1.1 (4e+01 examples/sec; 0.0932 sec/batch)
2019-07-12 17:27:31.503383: epoch = 2  , step=(3012/75465,3.99%), loss = 0.79 (4e+01 examples/sec; 0.0902 sec/batch)
2019-07-12 17:29:07.043195: epoch = 2  , step=(3263/75465,4.32%), loss = 1.2 (4e+01 examples/sec; 0.0927 sec/batch)
2019-07-12 17:30:42.904094: epoch = 2  , step=(3514/75465,4.66%), loss = 1.1 (4e+01 examples/sec; 0.0906 sec/batch)
2019-07-12 17:32:18.544673: epoch = 2  , step=(3765/75465,4.99%), loss = 0.93 (4e+01 examples/sec; 0.089 sec/batch)
2019-07-12 17:33:53.918695: epoch = 2  , step=(4016/75465,5.32%), loss = 1.1 (4e+01 examples/sec; 0.089 sec/batch)
2019-07-12 17:35:29.823907: epoch = 2  , step=(4267/75465,5.65%), loss = 1.2 (4e+01 examples/sec; 0.0936 sec/batch)
2019-07-12 17:37:05.008662: epoch = 2  , step=(4518/75465,5.99%), loss = 0.88 (4e+01 examples/sec; 0.0895 sec/batch)
2019-07-12 17:38:40.198054: epoch = 2  , step=(4769/75465,6.32%), loss = 0.9 (4e+01 examples/sec; 0.0911 sec/batch)
2019-07-12 17:40:16.771517: epoch = 2  , step=(5020/75465,6.65%), loss = 1.2 (5e+01 examples/sec; 0.0879 sec/batch)
2019-07-12 17:41:55.770807: epoch = 3  , step=(5271/75465,6.98%), loss = 1.2 (4e+01 examples/sec; 0.0953 sec/batch)
2019-07-12 17:43:31.674099: epoch = 3  , step=(5522/75465,7.32%), loss = 0.72 (4e+01 examples/sec; 0.0899 sec/batch)
2019-07-12 17:45:07.353529: epoch = 3  , step=(5773/75465,7.65%), loss = 0.98 (4e+01 examples/sec; 0.0917 sec/batch)
2019-07-12 17:46:43.171436: epoch = 3  , step=(6024/75465,7.98%), loss = 0.92 (4e+01 examples/sec; 0.0926 sec/batch)
2019-07-12 17:48:19.163404: epoch = 3  , step=(6275/75465,8.32%), loss = 0.86 (4e+01 examples/sec; 0.0896 sec/batch)
2019-07-12 17:49:54.832907: epoch = 3  , step=(6526/75465,8.65%), loss = 0.96 (4e+01 examples/sec; 0.0916 sec/batch)
2019-07-12 17:51:30.246906: epoch = 3  , step=(6777/75465,8.98%), loss = 1.2 (4e+01 examples/sec; 0.0925 sec/batch)
2019-07-12 17:53:05.987697: epoch = 3  , step=(7028/75465,9.31%), loss = 1.0 (5e+01 examples/sec; 0.0882 sec/batch)
2019-07-12 17:54:41.371615: epoch = 3  , step=(7279/75465,9.65%), loss = 0.91 (4e+01 examples/sec; 0.093 sec/batch)
2019-07-12 17:56:17.596940: epoch = 3  , step=(7530/75465,9.98%), loss = 1.0 (4e+01 examples/sec; 0.0893 sec/batch)
2019-07-12 17:57:56.226428: epoch = 4  , step=(7781/75465,10.3%), loss = 0.85 (4e+01 examples/sec; 0.09 sec/batch)
2019-07-12 17:59:31.989853: epoch = 4  , step=(8032/75465,10.6%), loss = 1.1 (4e+01 examples/sec; 0.091 sec/batch)
2019-07-12 18:01:08.686115: epoch = 4  , step=(8283/75465,11.0%), loss = 1.0 (4e+01 examples/sec; 0.0903 sec/batch)
2019-07-12 18:02:44.665436: epoch = 4  , step=(8534/75465,11.3%), loss = 0.92 (4e+01 examples/sec; 0.0919 sec/batch)
2019-07-12 18:04:20.838726: epoch = 4  , step=(8785/75465,11.6%), loss = 1.1 (4e+01 examples/sec; 0.0905 sec/batch)
2019-07-12 18:05:56.920492: epoch = 4  , step=(9036/75465,12.0%), loss = 0.7 (4e+01 examples/sec; 0.0927 sec/batch)
2019-07-12 18:07:32.136517: epoch = 4  , step=(9287/75465,12.3%), loss = 1.0 (4e+01 examples/sec; 0.0918 sec/batch)
2019-07-12 18:09:07.774323: epoch = 4  , step=(9538/75465,12.6%), loss = 0.92 (4e+01 examples/sec; 0.0938 sec/batch)
2019-07-12 18:10:44.638215: epoch = 4  , step=(9789/75465,13.0%), loss = 1.0 (4e+01 examples/sec; 0.0927 sec/batch)
2019-07-12 18:12:20.330190: epoch = 4  , step=(10040/75465,13.3%), loss = 1.2 (4e+01 examples/sec; 0.0939 sec/batch)
2019-07-12 18:13:59.517811: epoch = 5  , step=(10291/75465,13.6%), loss = 1.0 (4e+01 examples/sec; 0.0919 sec/batch)
2019-07-12 18:15:35.096035: epoch = 5  , step=(10542/75465,14.0%), loss = 0.85 (4e+01 examples/sec; 0.0895 sec/batch)
2019-07-12 18:17:10.949664: epoch = 5  , step=(10793/75465,14.3%), loss = 1.1 (5e+01 examples/sec; 0.0881 sec/batch)
2019-07-12 18:18:47.106769: epoch = 5  , step=(11044/75465,14.6%), loss = 0.87 (4e+01 examples/sec; 0.0941 sec/batch)
2019-07-12 18:20:22.784759: epoch = 5  , step=(11295/75465,15.0%), loss = 0.88 (4e+01 examples/sec; 0.0919 sec/batch)
2019-07-12 18:21:58.542803: epoch = 5  , step=(11546/75465,15.3%), loss = 1.1 (4e+01 examples/sec; 0.0895 sec/batch)
2019-07-12 18:23:34.750102: epoch = 5  , step=(11797/75465,15.6%), loss = 0.87 (4e+01 examples/sec; 0.0903 sec/batch)
2019-07-12 18:25:11.264875: epoch = 5  , step=(12048/75465,16.0%), loss = 1.0 (4e+01 examples/sec; 0.095 sec/batch)
2019-07-12 18:26:46.945999: epoch = 5  , step=(12299/75465,16.3%), loss = 1.3 (4e+01 examples/sec; 0.093 sec/batch)
2019-07-12 18:28:22.690997: epoch = 5  , step=(12550/75465,16.6%), loss = 0.8 (5e+01 examples/sec; 0.0889 sec/batch)
2019-07-12 18:30:01.136568: epoch = 6  , step=(12801/75465,17.0%), loss = 1.0 (4e+01 examples/sec; 0.0922 sec/batch)
2019-07-12 18:31:38.204467: epoch = 6  , step=(13052/75465,17.3%), loss = 1.1 (4e+01 examples/sec; 0.0927 sec/batch)
2019-07-12 18:33:13.771709: epoch = 6  , step=(13303/75465,17.6%), loss = 1.0 (4e+01 examples/sec; 0.0939 sec/batch)
2019-07-12 18:34:50.354862: epoch = 6  , step=(13554/75465,18.0%), loss = 0.76 (4e+01 examples/sec; 0.092 sec/batch)
2019-07-12 18:36:27.112060: epoch = 6  , step=(13805/75465,18.3%), loss = 0.97 (4e+01 examples/sec; 0.0909 sec/batch)
2019-07-12 18:38:03.093366: epoch = 6  , step=(14056/75465,18.6%), loss = 1.2 (4e+01 examples/sec; 0.094 sec/batch)
2019-07-12 18:39:39.410579: epoch = 6  , step=(14307/75465,19.0%), loss = 0.85 (4e+01 examples/sec; 0.0933 sec/batch)
2019-07-12 18:41:16.356164: epoch = 6  , step=(14558/75465,19.3%), loss = 0.89 (4e+01 examples/sec; 0.0927 sec/batch)
2019-07-12 18:42:52.366217: epoch = 6  , step=(14809/75465,19.6%), loss = 1.1 (4e+01 examples/sec; 0.0932 sec/batch)
2019-07-12 18:44:29.264000: epoch = 6  , step=(15060/75465,20.0%), loss = 0.95 (4e+01 examples/sec; 0.0906 sec/batch)
2019-07-12 18:46:08.997084: epoch = 7  , step=(15311/75465,20.3%), loss = 0.87 (4e+01 examples/sec; 0.091 sec/batch)
2019-07-12 18:47:44.943954: epoch = 7  , step=(15562/75465,20.6%), loss = 1.2 (4e+01 examples/sec; 0.0907 sec/batch)
2019-07-12 18:49:21.192669: epoch = 7  , step=(15813/75465,21.0%), loss = 0.95 (4e+01 examples/sec; 0.092 sec/batch)
2019-07-12 18:50:57.308345: epoch = 7  , step=(16064/75465,21.3%), loss = 1.0 (4e+01 examples/sec; 0.0932 sec/batch)
2019-07-12 18:52:33.359427: epoch = 7  , step=(16315/75465,21.6%), loss = 0.75 (4e+01 examples/sec; 0.0933 sec/batch)
2019-07-12 18:54:09.779430: epoch = 7  , step=(16566/75465,22.0%), loss = 0.89 (4e+01 examples/sec; 0.0924 sec/batch)
2019-07-12 18:55:46.049141: epoch = 7  , step=(16817/75465,22.3%), loss = 1.1 (4e+01 examples/sec; 0.0916 sec/batch)
2019-07-12 18:57:22.935164: epoch = 7  , step=(17068/75465,22.6%), loss = 0.92 (4e+01 examples/sec; 0.0911 sec/batch)
2019-07-12 18:59:00.183647: epoch = 7  , step=(17319/75465,22.9%), loss = 0.93 (4e+01 examples/sec; 0.0948 sec/batch)
