epoch=30,init_lr=0.0002(decay by 0.5 in every5epochs),momentum=0.9,W_smooth=0.5,W_explain=0.1,batch size=4
2019-07-13 01:26:07.188500: epoch = 1  , step=(0/75465,0.0%), loss = 1.1e+01 (0.6 examples/sec; 7.11 sec/batch)
2019-07-13 01:27:34.840632: epoch = 1  , step=(251/75465,0.333%), loss = 0.63 (5e+01 examples/sec; 0.0838 sec/batch)
2019-07-13 01:29:01.579361: epoch = 1  , step=(502/75465,0.665%), loss = 0.95 (5e+01 examples/sec; 0.0815 sec/batch)
2019-07-13 01:30:29.358795: epoch = 1  , step=(753/75465,0.998%), loss = 0.69 (5e+01 examples/sec; 0.0884 sec/batch)
2019-07-13 01:31:57.254012: epoch = 1  , step=(1004/75465,1.33%), loss = 0.78 (5e+01 examples/sec; 0.0837 sec/batch)
2019-07-13 01:33:25.553593: epoch = 1  , step=(1255/75465,1.66%), loss = 0.79 (5e+01 examples/sec; 0.0839 sec/batch)
2019-07-13 01:34:54.315707: epoch = 1  , step=(1506/75465,2.0%), loss = 0.72 (5e+01 examples/sec; 0.0841 sec/batch)
2019-07-13 01:36:22.502910: epoch = 1  , step=(1757/75465,2.33%), loss = 0.74 (5e+01 examples/sec; 0.0838 sec/batch)
2019-07-13 01:37:51.006501: epoch = 1  , step=(2008/75465,2.66%), loss = 0.75 (5e+01 examples/sec; 0.0856 sec/batch)
2019-07-13 01:39:20.034112: epoch = 1  , step=(2259/75465,2.99%), loss = 0.54 (5e+01 examples/sec; 0.088 sec/batch)
2019-07-13 01:40:47.787530: epoch = 1  , step=(2510/75465,3.33%), loss = 0.67 (5e+01 examples/sec; 0.0843 sec/batch)
2019-07-13 01:42:20.000145: epoch = 2  , step=(2761/75465,3.66%), loss = 0.79 (5e+01 examples/sec; 0.0842 sec/batch)
2019-07-13 01:43:48.062986: epoch = 2  , step=(3012/75465,3.99%), loss = 0.59 (5e+01 examples/sec; 0.0834 sec/batch)
2019-07-13 01:45:15.258073: epoch = 2  , step=(3263/75465,4.32%), loss = 0.79 (5e+01 examples/sec; 0.0841 sec/batch)
2019-07-13 01:46:43.436770: epoch = 2  , step=(3514/75465,4.66%), loss = 0.78 (5e+01 examples/sec; 0.0857 sec/batch)
2019-07-13 01:48:11.744412: epoch = 2  , step=(3765/75465,4.99%), loss = 0.72 (5e+01 examples/sec; 0.0837 sec/batch)
2019-07-13 01:49:39.813775: epoch = 2  , step=(4016/75465,5.32%), loss = 0.8 (5e+01 examples/sec; 0.084 sec/batch)
2019-07-13 01:51:08.837193: epoch = 2  , step=(4267/75465,5.65%), loss = 0.57 (5e+01 examples/sec; 0.0831 sec/batch)
2019-07-13 01:52:36.832332: epoch = 2  , step=(4518/75465,5.99%), loss = 0.65 (5e+01 examples/sec; 0.0823 sec/batch)
2019-07-13 01:54:05.174655: epoch = 2  , step=(4769/75465,6.32%), loss = 0.67 (5e+01 examples/sec; 0.0846 sec/batch)
2019-07-13 01:55:33.619323: epoch = 2  , step=(5020/75465,6.65%), loss = 0.87 (5e+01 examples/sec; 0.0848 sec/batch)
2019-07-13 01:57:06.035552: epoch = 3  , step=(5271/75465,6.98%), loss = 0.82 (5e+01 examples/sec; 0.0815 sec/batch)
2019-07-13 01:58:35.013786: epoch = 3  , step=(5522/75465,7.32%), loss = 0.56 (5e+01 examples/sec; 0.0851 sec/batch)
2019-07-13 02:00:03.627065: epoch = 3  , step=(5773/75465,7.65%), loss = 0.68 (5e+01 examples/sec; 0.0811 sec/batch)
2019-07-13 02:01:31.573227: epoch = 3  , step=(6024/75465,7.98%), loss = 0.67 (5e+01 examples/sec; 0.0825 sec/batch)
2019-07-13 02:03:00.042142: epoch = 3  , step=(6275/75465,8.32%), loss = 0.67 (5e+01 examples/sec; 0.0823 sec/batch)
2019-07-13 02:04:28.004332: epoch = 3  , step=(6526/75465,8.65%), loss = 0.71 (5e+01 examples/sec; 0.0848 sec/batch)
2019-07-13 02:05:56.432861: epoch = 3  , step=(6777/75465,8.98%), loss = 0.84 (5e+01 examples/sec; 0.0839 sec/batch)
2019-07-13 02:07:25.239644: epoch = 3  , step=(7028/75465,9.31%), loss = 0.73 (5e+01 examples/sec; 0.0818 sec/batch)
2019-07-13 02:08:53.408797: epoch = 3  , step=(7279/75465,9.65%), loss = 0.74 (5e+01 examples/sec; 0.0872 sec/batch)
2019-07-13 02:10:22.509665: epoch = 3  , step=(7530/75465,9.98%), loss = 0.66 (5e+01 examples/sec; 0.0855 sec/batch)
2019-07-13 02:11:53.951965: epoch = 4  , step=(7781/75465,10.3%), loss = 0.62 (5e+01 examples/sec; 0.0865 sec/batch)
2019-07-13 02:13:21.789168: epoch = 4  , step=(8032/75465,10.6%), loss = 0.8 (5e+01 examples/sec; 0.0832 sec/batch)
2019-07-13 02:14:49.964734: epoch = 4  , step=(8283/75465,11.0%), loss = 0.81 (5e+01 examples/sec; 0.0853 sec/batch)
2019-07-13 02:16:18.576021: epoch = 4  , step=(8534/75465,11.3%), loss = 0.69 (5e+01 examples/sec; 0.0831 sec/batch)
2019-07-13 02:17:46.986194: epoch = 4  , step=(8785/75465,11.6%), loss = 0.91 (5e+01 examples/sec; 0.084 sec/batch)
2019-07-13 02:19:15.823016: epoch = 4  , step=(9036/75465,12.0%), loss = 0.57 (5e+01 examples/sec; 0.0844 sec/batch)
2019-07-13 02:20:43.859978: epoch = 4  , step=(9287/75465,12.3%), loss = 0.73 (5e+01 examples/sec; 0.083 sec/batch)
2019-07-13 02:22:12.194641: epoch = 4  , step=(9538/75465,12.6%), loss = 0.7 (5e+01 examples/sec; 0.0848 sec/batch)
2019-07-13 02:23:40.717022: epoch = 4  , step=(9789/75465,13.0%), loss = 0.74 (5e+01 examples/sec; 0.0822 sec/batch)
2019-07-13 02:25:09.109751: epoch = 4  , step=(10040/75465,13.3%), loss = 0.87 (5e+01 examples/sec; 0.0869 sec/batch)
2019-07-13 02:26:40.145753: epoch = 5  , step=(10291/75465,13.6%), loss = 0.72 (5e+01 examples/sec; 0.0849 sec/batch)
2019-07-13 02:28:07.802504: epoch = 5  , step=(10542/75465,14.0%), loss = 0.65 (5e+01 examples/sec; 0.079 sec/batch)
2019-07-13 02:29:35.932688: epoch = 5  , step=(10793/75465,14.3%), loss = 0.83 (5e+01 examples/sec; 0.0841 sec/batch)
2019-07-13 02:31:04.865604: epoch = 5  , step=(11044/75465,14.6%), loss = 0.66 (5e+01 examples/sec; 0.0847 sec/batch)
